case_id,date,crime_type,district,latitude,longitude,offender_age,offender_gender,victim_age,victim_gender,time_of_day,season,prior_offenses,recidivism,severity_score,arrest_made,weapon_used,gang_related
CASE01210,2020-10-29,Kidnapping,North,12.902876,77.607094,18,Male,76,Male,Night,Summer,1,Yes,2.27,Yes,No,No
CASE01211,2020-10-29,Burglary,Northwest,13.060596,77.68715,47,Male,49,Male,Morning,Spring,1,Yes,2.11,Yes,No,Yes
CASE01212,2020-10-29,Burglary,Downtown,13.096159,77.619523,20,Male,78,Male,Night,Winter,3,No,8.77,No,No,No
CASE01213,2020-10-30,Theft,Northwest,13.021185,77.661885,35,Male,52,Male,Evening,Spring,3,No,1.28,Yes,No,No
CASE01214,2020-10-30,Drug Offense,Southwest,13.000742,77.660031,29,Female,10,Male,Morning,Summer,3,No,9.79,No,Yes,No
CASE01215,2020-10-30,Vandalism,North,13.075683,77.686426,47,Female,31,Female,Morning,Autumn,6,No,2.79,No,Yes,No
CASE01216,2020-10-30,Assault,South,13.090503,77.654046,41,Male,71,Male,Afternoon,Spring,0,No,1.99,Yes,No,No
CASE01217,2020-10-31,Theft,Southwest,13.050907,77.64954,62,Male,35,Male,Night,Summer,7,No,6.19,Yes,No,Yes
CASE01218,2020-10-31,Vandalism,Southwest,12.989091,77.546821,21,Female,27,Male,Evening,Autumn,9,No,1.72,Yes,Yes,No
CASE01219,2020-10-31,Fraud,Northeast,13.018444,77.511985,51,Female,57,Female,Morning,Autumn,8,No,6.42,Yes,Yes,No
CASE01220,2020-10-31,Assault,Northeast,13.040187,77.60352,55,Female,18,Female,Night,Winter,9,Yes,8.66,Yes,No,No
CASE01221,2020-11-01,Kidnapping,West,12.938855,77.524887,20,Female,10,Male,Evening,Winter,5,No,1.43,Yes,Yes,No
CASE01222,2020-11-01,Theft,West,12.98944,77.692439,28,Male,18,Female,Morning,Summer,3,No,8.2,No,No,No
CASE01223,2020-11-01,Burglary,Central,13.065964,77.557985,47,Male,32,Male,Night,Spring,5,No,4.55,Yes,Yes,No
CASE01224,2020-11-01,Sexual Offense,East,13.030945,77.670589,31,Male,54,Unknown,Afternoon,Autumn,9,Yes,2.44,No,No,No
CASE01225,2020-11-02,Burglary,North,12.982241,77.577525,16,Male,11,Female,Morning,Winter,6,Yes,2.58,Yes,No,No
CASE01226,2020-11-02,Fraud,North,13.032673,77.564639,28,Male,23,Male,Night,Winter,5,No,9.27,No,Yes,No
CASE01227,2020-11-02,Burglary,Northwest,12.923644,77.687032,26,Male,47,Female,Evening,Spring,0,Yes,2.0,Yes,No,No
CASE01228,2020-11-02,Assault,North,12.9803,77.572665,23,Male,49,Female,Evening,Winter,4,No,8.8,Yes,No,Yes
CASE01229,2020-11-03,Kidnapping,North,13.058626,77.578058,40,Male,72,Male,Afternoon,Summer,7,No,5.9,Yes,No,No
CASE01230,2020-11-03,Burglary,East,12.944102,77.521218,55,Male,25,Female,Morning,Spring,7,No,1.35,No,No,No
CASE01231,2020-11-03,Sexual Offense,Downtown,12.937192,77.634089,47,Male,15,Male,Afternoon,Autumn,9,Yes,5.18,Yes,No,No
CASE01232,2020-11-03,Assault,West,13.090164,77.557768,39,Male,12,Male,Night,Summer,8,Yes,8.36,No,No,No
CASE01233,2020-11-04,Assault,West,12.94198,77.617121,43,Female,23,Male,Evening,Autumn,3,No,7.54,No,No,No
CASE01234,2020-11-04,Theft,South,12.952184,77.61827,29,Female,75,Male,Afternoon,Autumn,9,No,5.4,No,No,No
CASE01235,2020-11-04,Fraud,North,13.093923,77.64384,60,Male,76,Male,Morning,Winter,5,Yes,8.74,Yes,No,No
CASE01236,2020-11-04,Burglary,East,13.046942,77.649048,18,Male,40,Female,Night,Summer,6,Yes,2.08,No,No,No
CASE01237,2020-11-05,Homicide,West,13.039919,77.60289,51,Male,42,Male,Morning,Summer,4,No,9.19,No,Yes,Yes
CASE01238,2020-11-05,Robbery,East,13.070585,77.566198,42,Male,10,Male,Afternoon,Spring,7,Yes,8.62,Yes,Yes,No
CASE01239,2020-11-05,Kidnapping,Southeast,12.923165,77.66749,35,Male,53,Female,Evening,Summer,2,No,7.37,Yes,Yes,No
CASE01240,2020-11-05,Theft,Downtown,13.041191,77.561973,62,Male,24,Female,Evening,Spring,7,No,8.36,No,No,No
CASE01241,2020-11-06,Homicide,North,13.000738,77.601502,30,Female,46,Unknown,Afternoon,Summer,4,No,5.89,No,No,No
CASE01242,2020-11-06,Drug Offense,South,13.06583,77.580251,42,Male,36,Female,Morning,Autumn,0,No,7.08,Yes,No,No
CASE01243,2020-11-06,Drug Offense,Northwest,13.001628,77.671016,60,Male,57,Unknown,Morning,Spring,5,No,6.05,No,Yes,No
CASE01244,2020-11-06,Drug Offense,West,13.024048,77.586384,56,Male,36,Female,Morning,Summer,1,Yes,4.2,Yes,Yes,No
CASE01245,2020-11-07,Drug Offense,Southeast,12.995548,77.57722,43,Male,21,Unknown,Morning,Spring,6,No,6.12,Yes,No,No
CASE01246,2020-11-07,Fraud,East,12.995632,77.637965,40,Male,76,Female,Evening,Winter,8,No,3.32,Yes,No,Yes
CASE01247,2020-11-07,Theft,Northeast,13.053594,77.620488,57,Female,39,Male,Morning,Winter,2,No,4.96,Yes,Yes,No
CASE01248,2020-11-07,Theft,Southwest,13.025713,77.521449,59,Male,75,Male,Afternoon,Spring,9,No,3.53,No,No,Yes
CASE01249,2020-11-08,Sexual Offense,North,13.026653,77.601634,61,Male,16,Female,Afternoon,Spring,3,No,2.11,Yes,No,No
CASE01250,2020-11-08,Fraud,North,12.990056,77.647096,48,Male,43,Male,Afternoon,Autumn,3,Yes,3.9,Yes,No,No
CASE01251,2020-11-08,Drug Offense,Southeast,13.006222,77.698415,61,Male,41,Male,Afternoon,Summer,3,No,8.67,Yes,No,No
CASE01252,2020-11-08,Robbery,East,13.049144,77.625829,29,Male,48,Female,Morning,Winter,2,Yes,4.43,Yes,No,No
CASE01253,2020-11-09,Theft,Central,13.065188,77.574059,23,Male,52,Female,Evening,Winter,4,No,7.73,No,No,Yes
CASE01254,2020-11-09,Theft,North,13.039312,77.54523,63,Male,52,Male,Night,Summer,8,Yes,2.58,No,Yes,No
CASE01255,2020-11-09,Vandalism,Central,13.084815,77.674566,29,Male,12,Female,Morning,Winter,7,Yes,4.82,Yes,No,No
CASE01256,2020-11-09,Burglary,Northeast,13.064065,77.662913,16,Female,55,Female,Night,Winter,9,Yes,2.03,No,No,No
CASE01257,2020-11-10,Assault,Southeast,13.012373,77.546785,31,Male,41,Unknown,Evening,Spring,1,Yes,2.25,Yes,No,No
CASE01258,2020-11-10,Robbery,East,13.034281,77.540126,33,Male,52,Female,Morning,Winter,8,No,6.56,No,No,No
CASE01259,2020-11-10,Theft,East,13.085262,77.643027,22,Male,12,Female,Night,Winter,9,No,6.47,No,Yes,No
CASE01260,2020-11-10,Fraud,Downtown,13.023834,77.56299,30,Male,72,Female,Evening,Winter,1,No,2.92,Yes,No,No
CASE01261,2020-11-11,Assault,Southwest,13.064961,77.56128,39,Male,49,Male,Night,Summer,6,Yes,5.27,No,No,No
CASE01262,2020-11-11,Drug Offense,West,13.037762,77.530458,64,Male,27,Female,Afternoon,Autumn,4,No,8.77,Yes,No,No
CASE01263,2020-11-11,Assault,West,13.010387,77.552795,28,Male,76,Female,Afternoon,Spring,6,No,2.57,Yes,No,No
CASE01264,2020-11-11,Burglary,Northwest,12.948368,77.585502,24,Male,71,Female,Evening,Autumn,4,No,1.17,Yes,No,Yes
CASE01265,2020-11-12,Theft,South,12.9852,77.646568,30,Male,19,Female,Evening,Winter,5,No,6.87,No,Yes,No
CASE01266,2020-11-12,Theft,Southeast,13.093549,77.567262,50,Male,61,Male,Night,Winter,7,No,1.48,Yes,No,No
CASE01267,2020-11-12,Burglary,Northeast,13.031553,77.565721,39,Male,55,Female,Evening,Winter,0,No,9.82,No,Yes,No
CASE01268,2020-11-12,Robbery,East,13.012879,77.556983,48,Female,64,Male,Afternoon,Autumn,0,Yes,6.49,No,Yes,No
CASE01269,2020-11-13,Fraud,Southwest,13.086591,77.595657,31,Unknown,55,Male,Afternoon,Summer,4,No,5.23,Yes,Yes,No
CASE01270,2020-11-13,Assault,Central,13.017302,77.536127,23,Male,69,Male,Morning,Summer,0,Yes,4.87,Yes,Yes,No
CASE01271,2020-11-13,Vandalism,Southeast,13.005217,77.597126,44,Male,35,Male,Night,Spring,2,Yes,6.16,No,No,No
CASE01272,2020-11-13,Homicide,Northwest,13.051862,77.640835,38,Male,36,Female,Evening,Autumn,9,Yes,1.82,Yes,No,Yes
CASE01273,2020-11-14,Drug Offense,Southeast,13.042533,77.505958,60,Male,47,Male,Evening,Summer,8,No,9.37,Yes,Yes,No
CASE01274,2020-11-14,Theft,Northwest,12.938632,77.501956,46,Male,31,Male,Evening,Spring,6,No,6.63,No,No,No
CASE01275,2020-11-14,Robbery,East,12.994262,77.515025,55,Female,35,Unknown,Night,Winter,5,No,2.66,No,Yes,No
CASE01276,2020-11-14,Theft,South,12.994503,77.607132,64,Male,78,Male,Afternoon,Winter,7,No,6.06,Yes,No,No
CASE01277,2020-11-15,Assault,Northwest,12.975645,77.670891,29,Unknown,44,Male,Evening,Spring,7,Yes,2.2,No,No,No
CASE01278,2020-11-15,Kidnapping,East,13.003459,77.500977,45,Female,75,Male,Evening,Summer,5,No,1.16,Yes,No,No
CASE01279,2020-11-15,Theft,East,12.982621,77.687332,54,Male,60,Male,Afternoon,Autumn,3,No,6.67,Yes,Yes,No
CASE01280,2020-11-15,Robbery,South,12.939869,77.521256,42,Female,27,Male,Evening,Spring,3,No,6.84,No,No,No
CASE01281,2020-11-16,Fraud,West,12.982473,77.668397,62,Male,52,Male,Morning,Summer,3,No,6.25,No,Yes,No
CASE01282,2020-11-16,Vandalism,Southeast,12.914455,77.596571,31,Male,21,Female,Afternoon,Spring,5,No,2.65,Yes,No,No
CASE01283,2020-11-16,Robbery,North,13.015157,77.631871,21,Female,12,Male,Afternoon,Summer,0,No,6.43,Yes,No,No
CASE01284,2020-11-16,Theft,North,13.070731,77.602137,48,Male,16,Male,Afternoon,Winter,1,Yes,1.51,No,No,No
CASE01285,2020-11-17,Assault,Central,13.045057,77.59541,59,Female,15,Female,Morning,Spring,5,Yes,6.48,Yes,No,No
CASE01286,2020-11-17,Robbery,Central,12.972079,77.66698,33,Female,54,Male,Afternoon,Autumn,0,Yes,5.99,Yes,No,No
CASE01287,2020-11-17,Theft,North,12.917414,77.651177,31,Unknown,48,Female,Night,Spring,8,Yes,6.9,Yes,No,No
CASE01288,2020-11-17,Burglary,Northeast,12.94043,77.59668,27,Male,60,Female,Night,Winter,5,No,9.06,No,No,No
CASE01289,2020-11-18,Theft,North,13.009098,77.522327,35,Male,18,Male,Night,Winter,6,No,8.65,Yes,Yes,Yes
CASE01290,2020-11-18,Theft,Central,12.941411,77.523081,60,Male,32,Female,Afternoon,Summer,0,No,9.83,Yes,No,No
CASE01291,2020-11-18,Burglary,Southwest,13.008795,77.660308,55,Male,21,Male,Afternoon,Winter,7,No,9.79,Yes,Yes,No
CASE01292,2020-11-18,Theft,Central,12.94632,77.605878,44,Male,71,Male,Afternoon,Summer,4,No,7.95,Yes,Yes,No
CASE01293,2020-11-19,Robbery,Northeast,13.069785,77.596318,45,Male,49,Female,Morning,Winter,4,Yes,9.61,Yes,Yes,No
CASE01294,2020-11-19,Vandalism,Southeast,12.979454,77.636113,41,Male,63,Female,Night,Summer,5,Yes,8.81,Yes,No,Yes
CASE01295,2020-11-19,Drug Offense,North,12.94911,77.671768,37,Female,16,Female,Evening,Autumn,6,No,7.55,Yes,No,No
CASE01296,2020-11-19,Assault,South,13.062465,77.625775,48,Female,26,Female,Evening,Summer,6,No,1.68,No,Yes,No
CASE01297,2020-11-20,Theft,Southwest,12.968568,77.65257,54,Male,59,Male,Afternoon,Summer,4,No,1.44,Yes,No,No
CASE01298,2020-11-20,Theft,East,12.922298,77.653054,62,Male,33,Female,Morning,Autumn,0,No,8.54,Yes,No,Yes
CASE01299,2020-11-20,Fraud,Northeast,13.014082,77.571252,44,Male,11,Female,Afternoon,Summer,8,No,5.41,No,No,No
CASE01300,2020-11-20,Vandalism,Central,13.016313,77.554817,37,Male,42,Unknown,Evening,Summer,5,No,8.33,No,No,No
CASE01301,2020-11-21,Theft,South,13.042939,77.660233,60,Male,30,Female,Night,Autumn,8,No,3.82,No,No,No
CASE01302,2020-11-21,Sexual Offense,Northwest,12.948044,77.575436,28,Male,62,Female,Evening,Winter,3,No,4.58,Yes,No,No
CASE01303,2020-11-21,Theft,West,12.988754,77.680667,24,Male,55,Male,Night,Spring,1,Yes,7.3,Yes,Yes,No
CASE01304,2020-11-21,Robbery,North,12.956474,77.513938,39,Male,54,Female,Night,Summer,2,Yes,9.24,No,No,No
CASE01305,2020-11-22,Vandalism,West,12.916191,77.511644,30,Male,18,Male,Morning,Winter,3,Yes,1.79,No,No,No
CASE01306,2020-11-22,Homicide,Northeast,13.075323,77.685401,51,Male,15,Male,Evening,Spring,9,No,8.75,Yes,Yes,No
CASE01307,2020-11-22,Vandalism,Northwest,13.045774,77.629691,28,Unknown,60,Female,Afternoon,Autumn,7,No,8.14,Yes,Yes,No
CASE01308,2020-11-22,Drug Offense,Northwest,12.960293,77.57592,42,Male,44,Male,Morning,Summer,2,Yes,3.84,No,No,No
CASE01309,2020-11-23,Assault,Northwest,13.019875,77.651012,59,Male,62,Unknown,Night,Summer,7,No,4.2,Yes,Yes,No
CASE01310,2020-11-23,Drug Offense,East,12.940253,77.634465,52,Male,28,Male,Evening,Autumn,5,Yes,1.42,Yes,Yes,No
CASE01311,2020-11-23,Theft,Northeast,13.078047,77.60624,22,Male,78,Female,Afternoon,Summer,3,No,1.14,Yes,No,Yes
CASE01312,2020-11-23,Sexual Offense,Southeast,12.922981,77.519775,23,Male,34,Male,Morning,Spring,6,No,5.29,No,No,No
CASE01313,2020-11-24,Robbery,West,12.900767,77.662436,52,Male,20,Male,Afternoon,Spring,4,No,1.86,No,No,No
CASE01314,2020-11-24,Drug Offense,Southeast,13.000402,77.673205,56,Male,26,Male,Evening,Autumn,4,No,2.75,No,No,No
CASE01315,2020-11-24,Burglary,South,13.016626,77.534434,29,Male,45,Female,Afternoon,Summer,8,Yes,8.62,Yes,No,Yes
CASE01316,2020-11-24,Fraud,Downtown,13.015793,77.670102,27,Female,30,Male,Morning,Winter,2,No,6.14,Yes,No,No
CASE01317,2020-11-25,Robbery,Southwest,12.910902,77.675569,51,Male,27,Female,Afternoon,Summer,9,Yes,6.7,Yes,Yes,No
CASE01318,2020-11-25,Vandalism,Southwest,12.962809,77.609886,55,Male,69,Male,Evening,Autumn,3,Yes,2.69,No,Yes,No
CASE01319,2020-11-25,Theft,Southeast,12.99984,77.631236,32,Female,27,Male,Morning,Winter,4,Yes,8.46,No,No,No
CASE01320,2020-11-25,Theft,Downtown,12.943316,77.576447,55,Male,10,Male,Night,Spring,0,No,8.81,No,No,No
CASE01321,2020-11-26,Assault,Downtown,13.074525,77.556358,44,Female,23,Male,Morning,Spring,6,No,5.71,Yes,No,Yes
CASE01322,2020-11-26,Theft,North,12.917422,77.644397,42,Female,17,Female,Evening,Winter,7,No,9.21,No,No,No
CASE01323,2020-11-26,Homicide,South,12.997477,77.672375,16,Male,75,Female,Afternoon,Winter,5,No,8.6,Yes,Yes,Yes
CASE01324,2020-11-26,Assault,Northeast,13.038283,77.630816,49,Female,60,Male,Night,Autumn,8,Yes,7.58,Yes,No,Yes
CASE01325,2020-11-27,Kidnapping,Downtown,12.95235,77.602318,19,Female,69,Female,Night,Summer,2,No,7.61,Yes,No,No
CASE01326,2020-11-27,Assault,Central,13.024848,77.531785,39,Female,43,Female,Afternoon,Spring,1,No,1.95,Yes,No,No
CASE01327,2020-11-27,Theft,Southwest,13.065877,77.510692,36,Male,45,Male,Evening,Summer,4,No,3.44,No,No,No
CASE01328,2020-11-27,Drug Offense,Central,12.938067,77.589138,48,Male,71,Male,Morning,Spring,8,No,1.6,Yes,No,No
CASE01329,2020-11-28,Fraud,South,13.083444,77.50987,22,Female,10,Female,Evening,Summer,0,Yes,1.08,No,No,Yes
CASE01330,2020-11-28,Robbery,Downtown,13.010712,77.613867,16,Male,51,Male,Night,Spring,0,Yes,2.42,Yes,No,No
CASE01331,2020-11-28,Robbery,West,12.959846,77.576546,56,Male,10,Male,Morning,Summer,9,No,8.92,Yes,Yes,No
CASE01332,2020-11-28,Vandalism,Southwest,12.986172,77.651438,18,Male,63,Male,Morning,Autumn,2,Yes,3.16,Yes,Yes,No
CASE01333,2020-11-29,Assault,North,12.962438,77.56113,59,Male,56,Female,Afternoon,Spring,9,Yes,9.73,Yes,Yes,No
CASE01334,2020-11-29,Kidnapping,North,13.045022,77.618597,30,Male,48,Male,Evening,Autumn,2,No,6.38,Yes,Yes,No
CASE01335,2020-11-29,Kidnapping,Northwest,13.05926,77.607537,46,Male,39,Male,Morning,Spring,4,No,3.14,Yes,No,No
CASE01336,2020-11-29,Fraud,East,13.066587,77.500942,31,Female,16,Male,Afternoon,Spring,3,No,5.47,Yes,No,No
CASE01337,2020-11-30,Theft,Downtown,13.097154,77.514478,25,Male,31,Male,Evening,Spring,5,No,2.97,No,No,Yes
CASE01338,2020-11-30,Vandalism,South,13.058257,77.558074,44,Unknown,59,Male,Night,Summer,7,No,9.86,No,No,No
CASE01339,2020-11-30,Theft,Southwest,13.020277,77.676447,21,Female,54,Female,Night,Spring,7,Yes,8.63,No,No,No
CASE01340,2020-11-30,Theft,East,12.967844,77.529403,44,Male,19,Male,Evening,Autumn,3,No,1.24,Yes,Yes,Yes
CASE01341,2020-12-01,Assault,South,13.008919,77.642179,32,Male,23,Female,Morning,Summer,0,No,9.53,Yes,No,No
CASE01342,2020-12-01,Burglary,Southeast,12.908214,77.694673,37,Female,55,Male,Morning,Summer,6,Yes,7.49,Yes,No,No
CASE01343,2020-12-01,Homicide,Downtown,13.048965,77.658114,39,Male,15,Female,Night,Spring,5,Yes,1.74,No,No,No
CASE01344,2020-12-01,Vandalism,Northeast,12.989191,77.548589,32,Female,30,Female,Night,Winter,4,No,7.04,Yes,No,Yes
CASE01345,2020-12-02,Vandalism,Northeast,12.904005,77.681673,36,Male,71,Male,Morning,Summer,3,No,6.82,Yes,Yes,No
CASE01346,2020-12-02,Burglary,Downtown,12.912501,77.518621,26,Male,28,Female,Evening,Spring,5,Yes,2.97,Yes,No,No
CASE01347,2020-12-02,Assault,Northwest,12.977493,77.593628,22,Male,71,Female,Night,Autumn,7,No,7.83,Yes,No,Yes
CASE01348,2020-12-02,Burglary,Northwest,13.016684,77.677508,57,Male,62,Female,Morning,Winter,5,No,1.78,No,No,Yes
CASE01349,2020-12-03,Kidnapping,Northeast,12.992841,77.628253,54,Male,33,Male,Evening,Summer,2,No,5.41,Yes,No,No
CASE01350,2020-12-03,Theft,West,13.023841,77.582729,20,Male,65,Unknown,Afternoon,Winter,8,No,1.09,Yes,No,No
CASE01351,2020-12-03,Homicide,Southwest,12.996059,77.558563,59,Female,71,Female,Evening,Summer,2,No,9.72,No,Yes,No
CASE01352,2020-12-03,Fraud,Northeast,13.032341,77.57502,63,Male,43,Unknown,Morning,Winter,3,No,7.76,Yes,Yes,No
CASE01353,2020-12-04,Burglary,West,12.943825,77.601788,36,Unknown,31,Female,Evening,Winter,4,No,2.43,Yes,No,No
CASE01354,2020-12-04,Vandalism,East,12.922569,77.563809,33,Male,77,Male,Morning,Autumn,1,Yes,4.08,Yes,Yes,No
CASE01355,2020-12-04,Robbery,West,13.019287,77.693794,50,Female,66,Female,Night,Winter,9,Yes,2.45,No,No,No
CASE01356,2020-12-04,Homicide,East,12.996938,77.686616,35,Male,19,Female,Afternoon,Autumn,9,No,7.9,No,Yes,Yes
CASE01357,2020-12-05,Sexual Offense,South,12.905374,77.674134,30,Unknown,75,Unknown,Night,Spring,1,No,1.53,No,No,No
CASE01358,2020-12-05,Burglary,Central,12.976096,77.584366,20,Male,17,Male,Night,Summer,5,No,8.56,No,No,No
CASE01359,2020-12-05,Assault,South,12.921225,77.63826,28,Male,47,Female,Morning,Autumn,1,No,9.48,Yes,Yes,Yes
CASE01360,2020-12-05,Fraud,Northeast,13.006271,77.680566,27,Unknown,71,Male,Morning,Summer,9,Yes,7.09,Yes,No,No
CASE01361,2020-12-06,Sexual Offense,East,12.979156,77.670086,36,Male,37,Female,Morning,Autumn,0,Yes,2.92,Yes,No,No
CASE01362,2020-12-06,Assault,Northeast,13.02263,77.582865,52,Male,19,Male,Morning,Summer,7,No,4.24,No,No,No
CASE01363,2020-12-06,Fraud,Downtown,13.06112,77.522477,21,Male,54,Male,Night,Autumn,9,No,5.3,Yes,No,No
CASE01364,2020-12-06,Fraud,Southwest,12.959934,77.515126,22,Female,74,Female,Morning,Summer,9,No,6.44,No,Yes,No
CASE01365,2020-12-07,Vandalism,North,13.09242,77.615413,41,Male,76,Male,Morning,Spring,0,No,7.02,No,No,No
CASE01366,2020-12-07,Theft,Northeast,13.007127,77.628526,57,Male,18,Female,Night,Summer,9,No,5.99,No,No,No
CASE01367,2020-12-07,Vandalism,Southwest,13.023658,77.669969,63,Female,14,Female,Afternoon,Spring,5,Yes,4.16,Yes,No,No
CASE01368,2020-12-07,Sexual Offense,West,13.036134,77.558503,23,Female,19,Male,Afternoon,Spring,0,No,9.02,Yes,No,Yes
CASE01369,2020-12-08,Theft,South,13.033346,77.533494,24,Male,21,Male,Evening,Spring,7,No,1.73,Yes,Yes,No
CASE01370,2020-12-08,Assault,West,13.002194,77.575801,42,Male,67,Female,Night,Winter,4,No,5.2,Yes,Yes,No
CASE01371,2020-12-08,Kidnapping,North,12.985753,77.570715,19,Male,30,Male,Morning,Summer,2,Yes,7.98,No,No,No
CASE01372,2020-12-08,Theft,East,12.910756,77.526494,36,Female,30,Female,Evening,Winter,4,No,1.55,Yes,No,No
CASE01373,2020-12-09,Homicide,Downtown,12.904417,77.634457,46,Female,74,Unknown,Afternoon,Winter,0,No,7.35,No,No,No
CASE01374,2020-12-09,Robbery,Southwest,12.971592,77.601738,36,Male,12,Male,Afternoon,Summer,0,Yes,8.38,No,Yes,Yes
CASE01375,2020-12-09,Assault,Downtown,12.966732,77.644225,55,Male,78,Male,Night,Spring,3,No,6.95,Yes,Yes,No
CASE01376,2020-12-09,Homicide,Central,12.977539,77.570538,40,Male,73,Male,Morning,Winter,8,No,1.12,Yes,Yes,No
CASE01377,2020-12-10,Burglary,Northeast,12.927674,77.56514,54,Male,58,Female,Morning,Winter,8,Yes,2.62,Yes,No,No
CASE01378,2020-12-10,Robbery,East,13.047634,77.594515,30,Male,26,Male,Evening,Autumn,0,No,4.08,Yes,No,Yes
CASE01379,2020-12-10,Burglary,Central,13.071393,77.675481,50,Male,41,Male,Afternoon,Summer,2,No,3.1,Yes,No,No
CASE01380,2020-12-10,Fraud,Southeast,13.087743,77.508056,64,Male,79,Female,Evening,Winter,3,No,9.66,Yes,Yes,No
CASE01381,2020-12-11,Theft,Northeast,12.998472,77.660967,58,Male,30,Unknown,Evening,Summer,1,No,6.86,Yes,Yes,No
CASE01382,2020-12-11,Burglary,West,13.040173,77.573798,56,Male,16,Male,Evening,Summer,6,No,3.67,No,No,No
CASE01383,2020-12-11,Kidnapping,South,13.07111,77.670924,52,Male,16,Male,Morning,Winter,2,Yes,9.37,Yes,No,No
CASE01384,2020-12-11,Assault,Southwest,12.983658,77.660441,57,Female,36,Unknown,Afternoon,Summer,0,Yes,7.67,Yes,No,No
CASE01385,2020-12-12,Fraud,North,12.961883,77.569752,62,Male,17,Female,Evening,Spring,0,Yes,3.56,Yes,No,No
CASE01386,2020-12-12,Assault,North,13.087345,77.638775,43,Male,37,Female,Afternoon,Winter,2,No,4.41,No,No,No
CASE01387,2020-12-12,Drug Offense,West,13.003135,77.531927,29,Unknown,75,Female,Afternoon,Winter,5,No,2.79,No,Yes,No
CASE01388,2020-12-12,Theft,Northwest,12.999451,77.679256,19,Male,56,Unknown,Evening,Winter,3,Yes,9.74,Yes,Yes,Yes
CASE01389,2020-12-13,Kidnapping,North,12.935683,77.580898,35,Male,19,Female,Evening,Autumn,0,No,5.66,No,No,No
CASE01390,2020-12-13,Burglary,Southwest,12.921631,77.591125,49,Male,42,Female,Night,Autumn,6,No,9.06,No,No,No
CASE01391,2020-12-13,Assault,West,13.068421,77.641152,27,Female,16,Female,Morning,Autumn,1,Yes,4.12,No,No,Yes
CASE01392,2020-12-13,Theft,East,13.022827,77.664168,48,Male,12,Female,Afternoon,Autumn,4,No,8.75,Yes,No,No
CASE01393,2020-12-14,Theft,North,12.965165,77.547269,39,Female,23,Male,Evening,Winter,7,No,1.48,No,No,No
CASE01394,2020-12-14,Robbery,Downtown,12.938347,77.63227,35,Male,53,Male,Evening,Spring,6,No,9.84,Yes,Yes,No
CASE01395,2020-12-14,Assault,West,13.011099,77.5784,20,Male,55,Female,Afternoon,Summer,7,Yes,9.21,No,No,No
CASE01396,2020-12-14,Drug Offense,Southwest,13.016784,77.573741,53,Female,70,Male,Evening,Summer,9,No,4.27,Yes,No,No
CASE01397,2020-12-15,Burglary,Downtown,12.941399,77.638005,45,Unknown,45,Female,Night,Winter,5,No,7.97,No,No,No
CASE01398,2020-12-15,Assault,Northeast,13.070281,77.577437,39,Male,22,Male,Afternoon,Spring,6,No,7.77,No,No,No
CASE01399,2020-12-15,Fraud,Northeast,12.916853,77.569222,58,Female,25,Female,Evening,Summer,8,No,9.11,Yes,No,No
CASE01400,2020-12-15,Vandalism,North,12.971219,77.667178,55,Male,14,Male,Afternoon,Spring,5,No,3.77,No,Yes,No
CASE01401,2020-12-16,Theft,Downtown,13.036077,77.520255,22,Male,47,Female,Evening,Winter,8,Yes,5.19,Yes,No,No
CASE01402,2020-12-16,Theft,South,12.954824,77.635179,51,Male,59,Female,Evening,Autumn,1,No,8.78,Yes,No,Yes
CASE01403,2020-12-16,Theft,Northeast,13.065535,77.549745,53,Male,47,Male,Morning,Spring,1,Yes,8.01,Yes,No,No
CASE01404,2020-12-16,Vandalism,South,13.047974,77.5031,31,Male,65,Female,Afternoon,Summer,1,Yes,4.54,No,Yes,No
CASE01405,2020-12-17,Fraud,East,13.057805,77.533353,30,Male,72,Male,Morning,Summer,5,No,8.61,Yes,Yes,Yes
CASE01406,2020-12-17,Robbery,West,12.923821,77.621332,61,Male,57,Male,Evening,Summer,1,Yes,1.42,Yes,Yes,No
CASE01407,2020-12-17,Drug Offense,Central,12.928109,77.641825,38,Male,68,Male,Afternoon,Autumn,2,No,8.04,No,No,No
CASE01408,2020-12-17,Drug Offense,Southwest,12.957295,77.504212,27,Female,53,Male,Afternoon,Spring,7,Yes,2.86,No,No,Yes
CASE01409,2020-12-18,Fraud,West,13.003615,77.507285,44,Unknown,64,Unknown,Night,Spring,7,Yes,3.58,No,Yes,No
CASE01410,2020-12-18,Homicide,Southwest,13.049603,77.680508,59,Female,64,Male,Night,Summer,3,No,5.44,Yes,No,Yes
CASE01411,2020-12-18,Assault,Downtown,13.067306,77.514661,63,Male,10,Female,Evening,Spring,8,No,5.05,Yes,No,Yes
